State,Agency type,Agency name,Race,Religion,Sexual orientation,Ethnicity,Disability,Gender,Gender Identity,1st quarter,2nd quarter,3rd quarter,4th quarter,Population
Washington,Cities,Sunnyside,1,0,0,1,0,0,0,1,0,0,1,"16,099"
California,Cities,Sunnyvale,1,0,0,0,0,0,0,0,1,0,0,"148,160"
Florida,Cities,Sunrise,1,0,0,0,0,0,0,1,0,0,0,"90,274"
North_Carolina,Nonmetropolitan Counties,Surry,1,0,0,0,0,0,0,0,0,0,1,
Oregon,Cities,Sutherlin,1,0,0,0,0,0,0,0,1,,0,"7,747"
North_Carolina,Nonmetropolitan Counties,Swain,1,0,0,0,0,0,0,0,0,0,1,
Massachusetts,Cities,Swampscott,1,0,0,0,0,0,0,1,0,0,0,"13,995"
Washington,Cities,Tacoma,3,0,2,0,0,0,0,2,0,3,0,"203,226"
California,Cities,Taft,0,0,1,0,0,0,0,1,0,0,0,"8,839"
Oklahoma,Cities,Talihina,0,0,1,0,0,0,0,0,0,1,0,"1,112"
Florida,Cities,Tallahassee,1,0,0,0,0,0,0,0,1,0,0,"188,714"
Massachusetts,Cities,Taunton,2,0,0,0,0,0,0,1,0,1,0,"56,264"
Michigan,Cities,Taylor,1,0,2,0,0,0,0,1,2,0,0,"61,836"
California,Cities,Tehachapi,1,0,0,1,0,0,0,1,0,1,0,"13,607"
Colorado,Cities,Telluride,0,0,1,0,0,0,0,0,0,1,0,"2,313"
California,Cities,Temecula,1,0,0,0,0,0,0,0,0,1,0,"106,680"
Arizona,Cities,Tempe,1,0,2,0,0,0,0,2,0,1,0,"168,501"
Texas,Cities,Temple,1,0,0,0,0,0,0,0,0,1,0,"69,937"
California,Cities,Temple City,0,1,0,0,0,0,0,0,0,0,1,"36,269"
Texas,Cities,Terrell,1,0,0,0,0,0,0,1,0,0,0,"16,233"
South_Carolina,Universities and Colleges,The Citadel,1,0,0,0,0,0,0,0,0,1,0,"3,499"
North_Carolina,Cities,Thomasville,1,0,0,0,0,0,0,0,0,1,0,"26,866"
Colorado,Cities,Thornton,0,1,2,0,0,0,0,0,0,1,2,"125,775"
California,Cities,Thousand Oaks,0,1,0,0,0,0,0,0,0,0,1,"128,884"
Michigan,Cities,Three Rivers,1,0,0,0,0,0,0,0,0,0,1,"7,712"
Washington,Metropolitan Counties,Thurston,3,0,1,0,0,0,0,0,1,1,2,
Oregon,Cities,Tigard,8,0,0,1,0,0,0,2,3,4,,"50,311"
Tennessee,Metropolitan Counties,Tipton,2,0,0,0,0,0,0,1,0,1,0,
Oregon,Cities,Toledo,2,0,1,0,1,0,0,1,2,1,0,"3,461"
New_Jersey,Cities,Toms River Township,0,1,0,0,0,0,0,0,0,1,0,"92,332"
Oklahoma,Cities,Tonkawa,1,0,0,0,0,0,0,0,1,0,0,"3,150"
Oklahoma,Other Agencies,Tonkawa Tribal,1,0,0,0,0,0,0,0,0,1,0,
Utah,Cities,Tooele,0,1,0,0,0,0,0,1,0,0,0,"32,241"
Utah,Metropolitan Counties,Tooele,4,0,0,0,1,0,0,1,3,0,1,
California,Cities,Torrance,1,0,0,1,0,0,0,0,0,2,0,"147,534"
Connecticut,Cities,Torrington,5,0,0,0,0,0,0,1,3,1,0,"35,634"
New_Jersey,Cities,Totowa,1,1,1,0,0,0,0,0,1,2,0,"10,985"
Maryland,Universities and Colleges,Towson University,1,0,0,0,0,0,0,0,1,0,0,"21,960"
California,Cities,Tracy,4,0,1,1,0,0,0,2,1,3,0,"85,174"
Michigan,Cities,Traverse City,0,0,1,0,0,0,0,0,1,0,0,"14,989"
Texas,Metropolitan Counties,Travis,1,0,2,1,0,0,0,2,1,0,1,
Michigan,Cities,Trenton,1,0,0,0,0,0,0,0,1,0,0,"18,483"
New_Jersey,Cities,Trenton,1,0,1,0,0,0,0,0,1,1,0,"84,439"
Kentucky,Metropolitan Counties,Trigg,1,0,0,0,0,0,0,0,0,0,1,
Ohio,Cities,Trotwood,1,0,1,0,0,0,0,0,2,0,0,"24,282"
Michigan,Cities,Troy,2,1,0,0,0,0,0,0,1,0,2,"82,608"
New_York,Cities,Troy,1,0,0,0,0,0,0,0,0,1,0,"49,898"
Ohio,Cities,Troy,1,0,0,0,0,0,0,0,1,0,0,"25,424"
Ohio,Metropolitan Counties,Trumbull,0,0,1,0,0,0,0,0,1,0,0,
New_York,Cities,Tuckahoe Village,0,0,0,1,0,0,0,1,0,0,0,"6,578"
Arizona,Cities,Tucson,13,6,6,1,0,0,0,8,8,6,4,"525,486"
Massachusetts,Universities and Colleges,"Tufts University, Medford",0,1,1,0,0,0,0,0,0,1,1,"10,837"
Washington,Cities,Tukwila,1,0,0,0,0,0,0,1,0,0,0,"19,765"
Tennessee,Cities,Tullahoma,1,0,0,0,0,0,0,0,0,0,1,"18,773"
Oklahoma,Metropolitan Counties,Tulsa,0,1,0,0,0,0,0,1,0,0,0,
Washington,Cities,Tumwater,1,0,0,0,0,0,0,0,0,0,1,"18,343"
California,Cities,Turlock,1,0,0,0,0,0,0,0,0,0,1,"70,075"
Alabama,Cities,Tuscaloosa,1,0,0,0,0,0,0,0,0,1,0,"94,126"
Michigan,Nonmetropolitan Counties,Tuscola,2,0,0,0,0,0,0,0,1,1,0,
Idaho,Cities,Twin Falls,1,0,0,0,0,0,0,0,1,0,0,"45,378"
Ohio,Cities,Twinsburg,0,1,0,1,0,0,0,0,,1,1,"18,750"
Texas,Cities,Tyler,1,0,3,1,0,0,0,2,1,0,2,"100,033"
Utah,Nonmetropolitan Counties,Uintah,2,0,0,0,0,0,0,0,1,1,0,
New_York,Metropolitan Counties,Ulster,1,0,0,0,0,0,0,0,0,1,0,
Oregon,Nonmetropolitan Counties,Umatilla,1,0,0,0,0,0,0,0,0,1,0,
South_Carolina,Metropolitan Counties,Union,0,1,0,0,0,0,0,0,0,1,0,
New_Jersey,Cities,Union Beach,0,0,0,1,0,0,0,0,1,0,0,"6,198"
California,Cities,Union City,1,0,0,4,0,0,0,1,3,1,0,"72,480"
New_Jersey,Cities,Union City,0,1,1,0,0,0,0,1,1,0,0,"68,254"
Ohio,Cities,"Union Township, Clermont County",1,0,0,0,0,0,0,1,0,0,0,"47,066"
Missouri,Cities,University City,1,0,0,0,0,0,0,0,0,1,0,"35,186"
Arizona,Universities and Colleges,University of Arizona,2,0,0,0,0,0,0,2,0,0,0,"40,223"
Arkansas,Universities and Colleges,"University of Arkansas, Pine Bluff",0,0,1,0,0,0,0,0,0,1,0,"2,828"
California,Universities and Colleges,University of California: Berkeley,3,2,1,1,0,0,0,1,1,4,1,"35,893"
California,Universities and Colleges,University of California: Davis,1,0,1,1,0,0,0,0,3,0,0,"32,354"
California,Universities and Colleges,University of California: Riverside,2,0,0,0,0,0,0,0,1,1,0,"20,947"
California,Universities and Colleges,University of California: San Diego,0,1,0,0,0,0,0,0,1,0,0,"28,294"
California,Universities and Colleges,University of California: Santa Cruz,0,0,1,0,0,0,0,1,0,0,0,"17,404"
Oklahoma,Universities and Colleges,University of Central Oklahoma,0,0,1,0,0,0,0,0,0,0,1,"17,211"
Colorado,Universities and Colleges,"University of Colorado, Boulder",0,0,2,0,0,0,0,0,0,0,2,"31,945"
Connecticut,Universities and Colleges,"University of Connecticut, Storrs, Avery Point, and Hartford3",3,1,0,1,0,0,0,2,1,1,1,
Georgia,Universities and Colleges,University of Georgia,2,1,1,0,0,0,0,1,0,0,3,"34,519"
Illinois,Universities and Colleges,"University of Illinois, Springfield",1,0,0,0,0,0,0,0,1,0,0,"5,048"
Kentucky,Universities and Colleges,University of Louisville,0,0,1,0,0,0,0,0,0,1,0,"21,239"
Massachusetts,Universities and Colleges,University of Massachusetts: Amherst,2,3,1,1,0,0,0,3,0,2,2,"28,236"
Massachusetts,Universities and Colleges,"University of Massachusetts: Harbor Campus, Boston",0,1,0,0,0,0,0,0,0,0,1,"15,874"
Michigan,Universities and Colleges,"University of Michigan, Ann Arbor",0,1,1,0,0,0,0,1,1,0,0,"43,426"
Minnesota,Universities and Colleges,"University of Minnesota, Morris",1,0,0,0,0,0,0,0,0,1,0,"1,896"
Missouri,Universities and Colleges,"University of Missouri, Columbia",2,0,0,0,0,0,0,0,0,0,2,"34,704"
New_Hampshire,Universities and Colleges,University of New Hampshire,1,0,1,0,0,,,1,0,1,0,"15,267"
Louisiana,Universities and Colleges,University of New Orleans,1,0,0,0,0,0,0,1,0,,0,"10,071"
North_Carolina,Universities and Colleges,University of North Carolina: Greensboro,1,0,2,0,0,0,0,0,0,1,2,"18,516"
North_Carolina,Universities and Colleges,University of North Carolina: Wilmington,1,0,0,0,0,0,0,0,0,1,0,"13,733"
Rhode_Island,Universities and Colleges,University of Rhode Island,1,0,0,0,0,0,0,0,0,1,0,"16,451"
Virginia,Universities and Colleges,University of Richmond,1,0,0,0,0,0,0,0,0,0,1,"4,361"
South_Carolina,Universities and Colleges,"University of South Carolina, Upstate",1,0,0,0,0,0,0,1,0,0,0,"5,561"
Texas,Universities and Colleges,"University of Texas, Austin",1,0,0,0,0,0,0,1,0,0,0,"52,186"
Utah,Universities and Colleges,University of Utah,3,0,0,0,0,0,0,1,0,0,2,"32,388"
Vermont,Universities and Colleges,University of Vermont,1,0,0,0,0,0,0,0,0,0,1,"13,098"
Washington,Universities and Colleges,University of Washington,3,2,0,0,0,0,0,0,2,0,3,"43,485"
Wisconsin,Universities and Colleges,"University of Wisconsin, Platteville",0,1,2,0,0,0,0,3,0,0,0,"8,668"
Ohio,Cities,Upper Arlington,3,0,0,0,0,0,0,0,0,1,2,"34,369"
Illinois,Cities,Urbana,2,0,0,0,0,0,0,0,0,1,1,"41,598"
Ohio,Cities,Urbana,1,1,0,0,0,0,0,2,0,0,0,"11,599"
Utah,Metropolitan Counties,Utah,1,0,0,0,0,0,0,1,0,0,0,
Utah,State Police Agencies,Utah Highway Patrol,2,0,1,3,0,0,0,2,1,2,1,
Utah,Universities and Colleges,"Utah State University, Logan",0,0,1,0,0,0,0,0,0,0,1,"28,786"
Utah,Other Agencies,Utah Transit Authority,2,0,0,0,0,0,0,0,0,2,0,
Michigan,Cities,Utica,2,0,0,0,0,0,0,0,1,0,1,"4,765"
New_York,Cities,Utica,1,0,0,0,0,0,0,0,0,1,0,"61,686"
California,Cities,Vallejo,1,0,0,1,0,0,0,0,2,0,0,"118,336"
North_Dakota,Cities,Valley City,1,0,0,0,0,0,0,1,0,0,0,"6,580"
Michigan,Metropolitan Counties,Van Buren,3,0,1,0,0,0,0,1,1,2,0,
Michigan,Cities,Van Buren Township,1,1,0,0,0,0,0,0,1,0,1,"28,282"
Washington,Cities,Vancouver,5,0,3,0,0,0,0,2,5,0,1,"166,535"
Ohio,Cities,Vandalia,2,0,0,0,0,0,0,0,1,1,0,"15,181"
Tennessee,Universities and Colleges,Vanderbilt University,3,1,1,0,0,0,0,1,1,0,3,"12,710"
Florida,Cities,Venice,0,2,0,0,0,0,0,2,0,0,0,"21,151"
California,Cities,Ventura,0,1,0,0,0,0,0,1,0,0,0,"108,204"
California,Metropolitan Counties,Ventura,1,1,0,0,0,0,0,0,0,2,0,
South_Dakota,Cities,Vermillion,1,0,0,0,0,0,0,1,0,0,0,"10,892"
California,Cities,Vernon,1,0,0,0,0,0,0,0,1,0,0,115
New_Jersey,Cities,Verona,0,1,0,0,0,0,0,0,1,0,0,"13,429"
Texas,Cities,Victoria,0,2,0,0,0,0,0,0,0,1,1,"64,979"
California,Cities,Victorville,6,0,1,0,0,0,0,2,1,2,2,"121,699"
Texas,Cities,Vidor,1,0,0,0,0,0,0,0,0,1,0,"10,984"
Georgia,Cities,Villa Rica,1,0,0,0,0,0,0,1,0,0,0,"14,307"
Kentucky,Cities,Vine Grove,1,0,0,0,0,0,0,1,0,0,0,"5,298"
New_Jersey,Cities,Vineland,0,1,1,0,0,0,0,0,1,0,1,"60,863"
Virginia,Cities,Virginia Beach,3,2,0,0,0,0,0,1,1,1,2,"450,687"
Virginia,Universities and Colleges,Virginia Commonwealth University,0,0,0,1,0,0,0,0,1,0,0,"31,445"
Virginia,Universities and Colleges,Virginia Military Institute,1,0,0,0,0,0,0,1,0,0,0,"1,664"
California,Cities,Visalia,1,0,1,0,0,0,0,1,1,0,0,"127,824"
California,Cities,Vista,1,0,1,0,0,0,0,0,1,0,1,"96,712"
Florida,Metropolitan Counties,Volusia,2,0,0,0,0,0,0,0,1,0,1,
New_Jersey,Cities,Voorhees Township,2,1,0,0,0,0,0,0,2,1,0,"29,284"
Minnesota,Cities,Wadena,0,0,1,0,0,0,0,1,0,0,0,"4,092"
North_Carolina,Cities,Wadesboro,1,0,0,0,0,0,0,0,0,1,0,"5,673"
Oklahoma,Metropolitan Counties,Wagoner,0,1,0,0,0,0,0,0,1,0,0,
Minnesota,Cities,Waite Park,0,0,0,1,0,0,0,0,0,1,0,"6,683"
North_Carolina,Universities and Colleges,Wake Forest University,0,0,2,0,0,0,0,1,0,1,0,"7,432"
Maine,Nonmetropolitan Counties,Waldo,1,0,0,0,0,0,0,0,1,0,0,
Connecticut,Cities,Wallingford,2,0,0,2,0,0,0,1,1,2,0,"45,185"
California,Cities,Walnut Creek,1,0,0,0,0,0,0,0,0,0,1,"66,149"
North_Dakota,Nonmetropolitan Counties,Walsh,0,0,0,0,1,0,0,0,0,1,0,
Massachusetts,Cities,Waltham,0,1,1,0,0,0,0,0,0,1,1,"62,446"
Ohio,Cities,Wapakoneta,1,0,0,0,0,0,0,0,0,1,0,"9,812"
Michigan,Cities,Warren,7,1,0,0,0,1,0,0,0,4,5,"134,167"
Ohio,Cities,Warren,3,0,0,0,1,0,0,0,3,1,0,"40,474"
Ohio,Cities,Warren Township,1,0,0,0,0,0,0,0,0,0,1,"5,450"
Tennessee,Cities,Wartburg,0,0,1,0,0,0,0,0,1,0,0,912
Rhode_Island,Cities,Warwick,0,1,0,0,0,0,0,0,0,1,0,"81,789"
DC,Cities,Washington,18,6,31,3,0,0,12,19,21,20,10,"646,449"
New_Jersey,Cities,Washington,3,1,0,0,0,0,0,1,0,2,1,"6,408"
Ohio,Nonmetropolitan Counties,Washington,0,0,0,0,1,0,0,1,0,0,0,
Utah,Metropolitan Counties,Washington,1,0,1,0,0,0,0,0,1,0,1,
Washington,Universities and Colleges,"Washington State University, Pullman",0,0,1,0,0,0,0,0,0,0,1,"27,679"
New_Jersey,Cities,"Washington Township, Gloucester County",2,0,0,0,0,0,0,0,1,1,0,"48,110"
New_Jersey,Cities,"Washington Township, Warren County",0,0,1,0,0,0,0,0,0,,1,"6,493"
Washington,Cities,Washougal,0,1,0,0,0,0,0,0,0,1,0,"14,733"
Michigan,Metropolitan Counties,Washtenaw,3,3,0,0,0,0,0,0,2,2,2,
New_Jersey,Cities,Watchung,0,1,0,0,0,0,0,0,0,1,0,"5,844"
Connecticut,Cities,Waterbury,6,0,0,0,0,0,0,3,1,2,0,"109,763"
Michigan,Cities,Waterford Township,0,1,0,0,0,0,0,0,0,1,0,"72,949"
Iowa,Cities,Waterloo,1,0,0,0,0,0,0,0,0,0,1,"68,255"
Massachusetts,Cities,Watertown,0,0,0,1,0,0,0,0,1,0,0,"33,254"
Wisconsin,Cities,Wausau,1,0,0,0,0,0,0,1,0,0,0,"39,176"
Michigan,Cities,Wayland,0,0,0,0,1,0,0,0,1,0,,"4,074"
Michigan,Cities,Wayne,4,0,0,0,0,0,0,1,1,1,1,"17,232"
Ohio,Nonmetropolitan Counties,Wayne,1,0,0,0,0,0,0,0,0,1,0,
New_Jersey,Cities,Weehawken Township,1,0,1,0,0,0,0,0,1,1,0,"12,937"
Colorado,Metropolitan Counties,Weld,1,0,1,0,0,0,0,1,0,1,0,
West_Virginia,Cities,Wellsburg,1,0,0,0,0,0,0,0,0,1,0,"2,760"
Washington,Cities,Wenatchee,1,0,0,1,0,0,0,0,0,1,1,"32,677"
Michigan,Cities,West Bloomfield Township,5,1,1,2,0,0,0,5,2,2,0,"65,840"
Massachusetts,Cities,West Boylston,1,0,0,0,0,0,0,0,0,0,1,"7,821"
New_Jersey,Cities,West Caldwell Township,0,1,0,0,0,0,0,0,0,1,0,"10,878"
California,Cities,West Covina,6,0,0,0,0,0,0,3,1,1,1,"107,867"
New_Jersey,Cities,West Deptford Township,3,1,0,1,0,0,0,3,1,1,0,"21,497"
North_Dakota,Cities,West Fargo,6,1,0,1,0,0,0,1,2,2,3,"28,018"
Connecticut,Cities,West Haven,1,0,0,0,0,0,0,,,1,,"55,349"
California,Cities,West Hollywood,1,0,2,2,0,0,0,1,1,3,0,"34,902"
New_Jersey,Cities,West Long Branch,0,1,0,0,0,0,0,0,0,1,0,"8,660"
New_Jersey,Cities,West Milford Township,3,0,0,0,0,0,0,2,0,1,0,"26,095"
Virginia,Cities,West Point,1,0,0,0,0,0,0,0,1,0,0,"3,311"
New_York,Cities,West Seneca Town,2,0,0,0,0,0,0,0,1,1,0,"44,821"
Massachusetts,Cities,West Springfield,0,1,0,0,0,0,0,0,0,1,0,"28,647"
Minnesota,Cities,West St. Paul,1,0,0,0,0,0,0,0,0,1,0,"19,761"
Utah,Cities,West Valley,3,0,0,1,0,0,0,1,3,0,0,"133,373"
Rhode_Island,Cities,West Warwick,0,1,0,0,0,0,0,0,0,0,1,"28,817"
Massachusetts,Cities,Westborough,1,0,0,0,0,0,0,0,0,1,0,"18,563"
New_York,Metropolitan Counties,Westchester Public Safety,0,1,0,0,0,0,0,0,0,0,1,
Michigan,Universities and Colleges,Western Michigan University,0,0,1,0,0,0,0,0,0,1,0,"24,598"
Washington,Universities and Colleges,Western Washington University,0,0,1,0,0,0,0,0,1,0,0,"14,833"
California,Cities,Westlake Village,0,2,0,0,0,0,0,2,0,0,0,"8,440"
Michigan,Cities,Westland,1,0,0,1,0,0,0,1,0,0,1,"82,554"
California,Cities,Westminster,1,1,1,1,1,0,0,1,1,1,2,"91,885"
Colorado,Cities,Westminster,0,0,1,0,0,0,0,1,0,0,0,"110,093"
Virginia,Nonmetropolitan Counties,Westmoreland,1,0,0,0,0,0,0,0,0,0,1,
Florida,Cities,Weston,1,0,0,0,0,0,0,0,0,0,1,"68,369"
Michigan,Cities,White Lake Township,0,1,0,0,0,0,0,0,0,0,1,"30,585"
Texas,Cities,Whitehouse,1,0,0,0,0,0,0,1,,0,0,"7,919"
Kansas,Cities,Wichita,10,0,3,1,0,0,0,4,4,4,2,"386,486"
Illinois,Metropolitan Counties,Will,2,0,0,0,0,0,0,0,0,2,0,
Kentucky,Cities,Williamsburg,1,0,0,0,0,0,0,1,0,0,0,"5,258"
Massachusetts,Cities,Williamstown,0,1,0,0,0,0,0,0,0,0,1,"7,682"
Connecticut,Cities,Willimantic,1,0,0,0,0,0,0,1,0,0,0,"17,839"
North_Dakota,Cities,Williston,1,0,0,0,0,0,0,0,0,0,1,"19,949"
North_Carolina,Cities,Wilmington,3,0,1,0,0,0,0,3,0,0,1,"110,985"
North_Carolina,Cities,Wilson,0,0,1,0,0,0,0,0,0,0,1,"49,737"
Connecticut,Cities,Winchester,2,0,0,0,0,0,0,2,0,0,0,"11,019"
Kentucky,Cities,Winchester,5,0,0,0,0,0,0,1,2,1,1,"18,478"
New_Hampshire,Cities,Windham,1,0,0,0,0,0,0,1,0,0,0,"14,092"
Connecticut,Cities,Windsor Locks,0,0,0,0,1,0,0,0,1,0,0,"12,560"
South_Carolina,Cities,Winnsboro,0,6,0,0,0,0,0,2,3,0,1,"3,428"
Maine,Cities,Wiscasset,1,0,0,0,0,0,0,1,0,0,0,"3,673"
Connecticut,Cities,Wolcott,1,0,0,0,0,0,0,0,1,0,0,"16,735"
New_Jersey,Cities,Woodbridge Township,1,2,0,0,0,0,0,0,2,0,1,"100,568"
Minnesota,Cities,Woodbury,1,0,0,0,0,0,0,1,,,,"65,259"
New_Jersey,Cities,Woodbury,4,1,0,0,0,0,0,0,0,2,3,"10,073"
New_Jersey,Cities,Woodbury Heights,1,0,0,0,0,0,0,1,0,0,0,"3,026"
Michigan,Cities,Woodhaven,1,0,0,0,0,0,0,0,0,0,1,"12,652"
Utah,Cities,Woods Cross,2,0,0,0,0,0,0,0,1,0,1,"10,343"
Virginia,Cities,Woodstock,1,0,0,0,0,0,0,0,1,0,0,"5,193"
New_Jersey,Cities,Woolwich Township,1,0,0,0,0,0,0,0,1,0,0,"11,167"
Ohio,Cities,Wooster,1,1,0,0,0,0,0,1,1,0,0,"26,468"
Massachusetts,Cities,Worcester,1,0,1,0,0,0,0,0,1,1,0,"183,454"
North_Carolina,Cities,Wrightsville Beach,1,0,0,0,0,0,0,0,1,0,0,"2,551"
Kansas,Metropolitan Counties,Wyandotte,0,0,0,1,0,0,0,1,0,0,0,
Michigan,Cities,Wyoming,1,1,0,0,0,0,0,1,0,0,1,"73,786"
Ohio,Cities,Xenia,3,0,0,0,0,0,0,1,0,1,1,"26,038"
Washington,Cities,Yakima,1,0,1,0,0,0,0,1,0,0,1,"93,589"
Washington,Metropolitan Counties,Yakima,0,0,0,1,0,0,0,0,0,0,1,
Connecticut,Universities and Colleges,Yale University,0,0,1,0,0,0,0,,,,1,"11,906"
Oregon,Metropolitan Counties,Yamhill,0,1,1,0,0,0,0,0,0,1,1,
New_York,Cities,Yonkers,1,3,1,0,0,1,1,2,0,3,2,"199,134"
California,Cities,Yorba Linda,1,0,0,0,0,0,0,0,0,0,1,"67,492"
South_Carolina,Metropolitan Counties,York,1,0,0,0,0,0,0,0,1,0,0,
Virginia,Metropolitan Counties,York,2,0,0,0,0,0,0,1,0,1,0,
Ohio,Cities,Youngstown,1,0,0,0,0,0,0,0,0,1,0,"64,938"
California,Metropolitan Counties,Yuba,1,0,0,0,0,0,0,0,0,1,0,
California,Cities,Yuba City,0,0,0,1,0,0,0,0,0,1,0,"65,133"
California,Cities,Yucca Valley,1,0,0,0,0,0,0,0,0,1,0,"21,214"
Arizona,Cities,Yuma,3,4,0,3,0,0,0,3,5,0,2,"96,014"
Arizona,Metropolitan Counties,Yuma,1,0,0,1,0,0,0,0,1,0,1,
Ohio,Cities,Zanesville,1,1,2,0,0,0,0,1,2,0,1,"25,378"
