State,Agencytype,Agencyname,Race,Religion,Sexualorientation,Ethnicity,Disability,Gender,GenderIdentity,1stquarter,2ndquarter,3rdquarter,4thquarter,Population
Nebraska,Cities,Kearney,0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,32113.0
New Hampshire,Cities,Keene,0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,23236.0
Washington,Cities,Kelso,4,0,0,0,0,0.0,0.0,1.0,1.0,1.0,1.0,11802.0
Washington,Cities,Kenmore,0,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,21531.0
Georgia,UniversitiesandColleges,KennesawStateUniversity,0,0,2,0,0,0.0,0.0,1.0,0.0,0.0,1.0,24604.0
Michigan,MetropolitanCounties,Kent,2,0,1,0,0,0.0,0.0,1.0,2.0,0.0,0.0,
Ohio,UniversitiesandColleges,KentStateUniversity,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,28602.0
Washington,Cities,Kent3,8,0,1,0,0,0.0,0.0,0.0,5.0,2.0,2.0,124359.0
Michigan,Cities,Kentwood,2,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,50016.0
California,MetropolitanCounties,Kern,1,0,1,3,0,0.0,0.0,1.0,3.0,0.0,1.0,
Ohio,Cities,Kettering,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,55907.0
North Carolina,Cities,King,0,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,6860.0
Washington,MetropolitanCounties,King,1,1,1,0,0,0.0,0.0,0.0,1.0,1.0,1.0,
Virginia,NonmetropolitanCounties,KingGeorge,0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,
California,MetropolitanCounties,Kings,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,
Tennessee,Cities,Kingsport,2,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,51496.0
Massachusetts,Cities,Kingston,0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,12791.0
Washington,MetropolitanCounties,Kitsap,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,
Washington,NonmetropolitanCounties,Klickitat,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,
Kentucky,NonmetropolitanCounties,Knott,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,
Kentucky,NonmetropolitanCounties,Knox,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,
Ohio,NonmetropolitanCounties,Knox,2,1,0,0,0,0.0,0.0,0.0,2.0,0.0,1.0,
Tennessee,Cities,Knoxville,0,0,0,2,0,0.0,0.0,0.0,1.0,1.0,0.0,183249.0
Wisconsin,Cities,LaCrosse,0,0,2,0,0,0.0,0.0,0.0,1.0,1.0,0.0,51741.0
Illinois,Cities,LaGrange,0,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,15718.0
California,Cities,LaHabra,0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,61740.0
California,Cities,LaMirada,1,2,0,0,0,0.0,0.0,1.0,2.0,0.0,0.0,49150.0
California,Cities,LaQuinta,1,1,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,39150.0
Washington,Cities,Lacey,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,44298.0
New Jersey,Cities,LaceyTownship,3,0,2,2,1,0.0,0.0,1.0,5.0,1.0,1.0,27865.0
Missouri,NonmetropolitanCounties,Laclede,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,
Colorado,Cities,Lafayette,2,0,0,1,0,0.0,0.0,0.0,1.0,2.0,0.0,26145.0
California,Cities,LagunaBeach,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,23313.0
California,NonmetropolitanCounties,Lake,0,0,0,2,0,0.0,0.0,2.0,0.0,0.0,0.0,
Florida,MetropolitanCounties,Lake,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,
Illinois,MetropolitanCounties,Lake,1,0,0,1,0,0.0,0.0,0.0,0.0,2.0,0.0,
Tennessee,NonmetropolitanCounties,Lake,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,
Florida,Cities,LakeAlfred,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,5148.0
California,Cities,LakeElsinore,0,2,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,56232.0
California,Cities,LakeForest,2,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,79336.0
Michigan,Cities,LakeOrion,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,3052.0
Massachusetts,Cities,Lakeville,0,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,10939.0
California,Cities,Lakewood,2,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,81086.0
Colorado,Cities,Lakewood,1,1,1,1,0,0.0,0.0,1.0,1.0,0.0,2.0,146298.0
Washington,Cities,Lakewood,3,0,0,0,0,0.0,0.0,1.0,0.0,0.0,2.0,59057.0
New Jersey,Cities,LakewoodTownship,5,15,0,3,0,0.0,0.0,2.0,6.0,7.0,8.0,92664.0
California,Cities,Lancaster,3,1,0,1,0,0.0,0.0,1.0,2.0,1.0,1.0,159792.0
Nebraska,MetropolitanCounties,Lancaster,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,
Ohio,Cities,Lancaster,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,38902.0
Pennsylvania,Cities,Lancaster,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,59370.0
Pennsylvania,MetropolitanCounties,Lancaster,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,
South Carolina,MetropolitanCounties,Lancaster,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,
Texas,Cities,Lancaster,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,38209.0
Oregon,MetropolitanCounties,Lane,1,0,0,0,0,0.0,0.0,,1.0,,,
Kansas,Cities,Lansing,2,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,11688.0
Michigan,Cities,Lansing,2,1,1,1,0,0.0,0.0,0.0,2.0,2.0,1.0,113907.0
Florida,Cities,Largo,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,77913.0
Colorado,MetropolitanCounties,Larimer,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,2.0,
Kansas,Cities,Larned,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,4012.0
Nevada,Cities,LasVegasMetropolitanPoliceDepartment,27,9,23,6,0,0.0,0.0,16.0,13.0,18.0,18.0,1500455.0
South Carolina,Cities,Latta,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1349.0
Kansas,Cities,Lawrence,5,2,1,2,0,0.0,0.0,1.0,2.0,4.0,3.0,90034.0
New Jersey,Cities,"LawrenceTownship,MercerCounty",0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,33172.0
Kansas,Cities,Leavenworth,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,35965.0
Kansas,MetropolitanCounties,Leavenworth,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,
Pennsylvania,UniversitiesandColleges,LehighUniversity,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,7080.0
Kentucky,Cities,Leitchfield,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,6814.0
North Carolina,Cities,Leland,1,0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,15535.0
California,Cities,LemonGrove,1,0,1,0,0,0.0,0.0,1.0,1.0,0.0,0.0,26156.0
California,Cities,Lemoore,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,24802.0
Kansas,Cities,Lenexa,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,49777.0
Maine,Cities,Lewiston,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,36422.0
Pennsylvania,Cities,Lewistown,0,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,8370.0
Kentucky,Cities,Lexington,16,1,5,4,1,0.0,0.0,5.0,10.0,10.0,2.0,308712.0
Nebraska,Cities,Lexington,2,0,0,0,0,0.0,0.0,0.0,,0.0,2.0,10204.0
South Carolina,Cities,Lexington,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,19547.0
South Carolina,MetropolitanCounties,Lexington,2,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,
New York,Cities,LibertyVillage,0,4,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,4285.0
North Carolina,Cities,Lilesville,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,519.0
Massachusetts,Cities,Lincoln,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,6563.0
Nebraska,Cities,Lincoln,8,2,4,1,0,0.0,0.0,5.0,3.0,2.0,5.0,267565.0
Washington,NonmetropolitanCounties,Lincoln,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,
Wisconsin,NonmetropolitanCounties,Lincoln,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,
Michigan,Cities,LincolnTownship,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,14618.0
Minnesota,Cities,LinoLakes,0,0,1,0,0,0.0,0.0,,0.0,0.0,1.0,20910.0
New Jersey,Cities,LittleEggHarborTownship,3,1,0,2,0,0.0,0.0,1.0,2.0,0.0,3.0,20412.0
New Jersey,Cities,LittleFallsTownship,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,14504.0
Colorado,Cities,Littleton,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,44375.0
California,Cities,Livermore,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,84350.0
Michigan,MetropolitanCounties,Livingston,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,
New York,MetropolitanCounties,Livingston,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,
New Jersey,Cities,LivingstonTownship,2,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,29621.0
Michigan,Cities,Livonia,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,95220.0
California,Cities,Lodi,0,0,0,2,0,0.0,0.0,0.0,1.0,1.0,0.0,63639.0
Colorado,NonmetropolitanCounties,Logan,1,1,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,
New Jersey,Cities,LoganTownship,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,6019.0
California,Cities,Lomita,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,20622.0
New Hampshire,Cities,Londonderry,0,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,24338.0
Colorado,Cities,LoneTree,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,12056.0
California,Cities,LongBeach,3,1,1,0,0,0.0,0.0,3.0,0.0,1.0,1.0,469665.0
New Jersey,Cities,LongBeachTownship,0,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,3068.0
Colorado,Cities,Longmont,1,0,1,1,0,0.0,0.0,2.0,1.0,0.0,0.0,89434.0
Texas,Cities,Longview,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,81273.0
Arkansas,MetropolitanCounties,Lonoke,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,
Ohio,Cities,Lorain,7,0,0,0,0,0.0,0.0,0.0,5.0,1.0,1.0,63582.0
Ohio,MetropolitanCounties,Lorain,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,
California,Cities,LosAlamitos,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,11735.0
California,Cities,LosAngeles,41,29,33,9,0,0.0,2.0,21.0,40.0,25.0,28.0,3878725.0
California,MetropolitanCounties,LosAngeles,20,3,17,10,0,0.0,0.0,14.0,10.0,11.0,15.0,
California,OtherAgencies,LosAngelesTransportationServicesBureau,2,1,3,0,0,0.0,0.0,3.0,3.0,0.0,0.0,
California,Cities,LosGatos,2,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,30351.0
New Mexico,Cities,LosLunas,1,0,0,0,0,0.0,0.0,0.0,,1.0,,15252.0
Virginia,MetropolitanCounties,Loudoun,2,1,0,0,0,0.0,0.0,2.0,0.0,1.0,0.0,
Virginia,NonmetropolitanCounties,Louisa,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,
Kansas,Cities,Louisburg,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,4268.0
Kentucky,Cities,LouisvilleMetro,7,0,4,0,0,0.0,0.0,2.0,4.0,3.0,2.0,671120.0
Colorado,Cities,Loveland,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,71325.0
Massachusetts,Cities,Lowell,0,0,1,1,0,0.0,0.0,0.0,0.0,1.0,1.0,109449.0
New Jersey,Cities,LowerTownship,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,22467.0
Ohio,MetropolitanCounties,Lucas,0,1,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,
Kentucky,Cities,Ludlow,1,0,0,0,1,0.0,0.0,0.0,2.0,0.0,0.0,4536.0
New Jersey,Cities,LumbertonTownship,2,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,12516.0
Massachusetts,Cities,Lunenburg,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,11149.0
Massachusetts,Cities,Lynn,3,2,5,4,2,0.0,0.0,1.0,5.0,6.0,4.0,91769.0
California,Cities,Lynwood,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,71077.0
Kentucky,NonmetropolitanCounties,Lyon,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,
Maine,Cities,Machias3,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,2173.0
Michigan,Cities,MackinacIsland,0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,494.0
Michigan,MetropolitanCounties,Macomb,10,1,1,1,0,0.0,0.0,2.0,5.0,3.0,3.0,
Wisconsin,Cities,Madison,3,1,3,5,0,0.0,0.0,3.0,5.0,2.0,2.0,242523.0
Michigan,Cities,MadisonHeights,4,1,0,0,0,0.0,0.0,1.0,2.0,1.0,1.0,30080.0
Michigan,Cities,MadisonTownship,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,8567.0
Kentucky,Cities,Madisonville,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,19761.0
Minnesota,NonmetropolitanCounties,Mahnomen,0,0,1,0,0,0.0,0.0,,,1.0,,
New Jersey,Cities,MahwahTownship,0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,26292.0
Massachusetts,Cities,Malden,1,2,0,0,0,0.0,0.0,0.0,2.0,1.0,0.0,60816.0
California,Cities,Malibu,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,12891.0
New Jersey,Cities,ManalapanTownship,1,0,0,2,0,0.0,0.0,2.0,0.0,1.0,0.0,39313.0
New Jersey,Cities,Manasquan,1,2,0,0,0,0.0,0.0,1.0,2.0,0.0,0.0,5860.0
Virginia,Cities,Manassas,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,41512.0
Virginia,Cities,ManassasPark,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,16332.0
Florida,MetropolitanCounties,Manatee,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,
Connecticut,Cities,Manchester,7,2,0,1,0,0.0,0.0,2.0,2.0,4.0,2.0,58304.0
New Hampshire,Cities,Manchester,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,110411.0
Tennessee,Cities,Manchester,0,0,0,2,0,0.0,0.0,1.0,1.0,0.0,0.0,10258.0
New Jersey,Cities,ManchesterTownship,3,0,0,0,0,0.0,0.0,0.0,3.0,0.0,0.0,43013.0
North Dakota,Cities,Mandan,2,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,19168.0
California,Cities,ManhattanBeach,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,35930.0
Wisconsin,NonmetropolitanCounties,Manitowoc,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,
Minnesota,Cities,Mankato,2,2,2,0,0,0.0,0.0,0.0,2.0,2.0,2.0,40360.0
South Carolina,Cities,Manning,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,4034.0
Ohio,Cities,Mansfield,4,0,0,0,0,0.0,0.0,0.0,3.0,0.0,1.0,46832.0
California,Cities,Manteca,1,1,1,0,0,0.0,0.0,1.0,1.0,0.0,1.0,72261.0
Minnesota,Cities,MapleGrove,0,0,1,0,0,0.0,0.0,,1.0,0.0,0.0,65318.0
New Jersey,Cities,MapleShadeTownship,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,19291.0
Washington,Cities,MapleValley,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,24644.0
Texas,Cities,MarbleFalls,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,6095.0
Massachusetts,Cities,Marblehead,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,20209.0
New Jersey,Cities,MargateCity,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,6319.0
Arizona,Cities,Maricopa,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,44871.0
Arizona,MetropolitanCounties,Maricopa,1,1,0,0,0,0.0,0.0,0.0,,,2.0,
California,UniversitiesandColleges,MarinCommunityCollege,0,1,1,0,0,0.0,0.0,2.0,0.0,0.0,0.0,7058.0
Arkansas,Cities,Marion,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,12258.0
Ohio,NonmetropolitanCounties,Marion,0,0,1,0,1,0.0,0.0,1.0,0.0,0.0,1.0,
Tennessee,MetropolitanCounties,Marion,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,
South Carolina,NonmetropolitanCounties,Marlboro,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,
New Jersey,Cities,MarlboroTownship,2,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,40190.0
Massachusetts,Cities,Marlborough,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,39531.0
Kansas,NonmetropolitanCounties,Marshall,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,
Kentucky,NonmetropolitanCounties,Marshall,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,
Michigan,Cities,Marshall,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,7050.0
Minnesota,Cities,Marshall,1,0,0,1,0,0.0,0.0,1.0,1.0,0.0,0.0,13370.0
West Virginia,Cities,Martinsburg,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,17589.0
Tennessee,Cities,Mason,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,1611.0
Washington,NonmetropolitanCounties,Mason,3,0,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0,
Massachusetts,UniversitiesandColleges,MassachusettsCollegeofLiberalArts,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1799.0
South Carolina,Cities,Mauldin,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,24099.0
Texas,Cities,McAllen,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,136169.0
West Virginia,NonmetropolitanCounties,McDowell,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,
Texas,Cities,McKinney,1,0,1,2,0,0.0,0.0,0.0,1.0,1.0,2.0,146869.0
Illinois,MetropolitanCounties,McLean,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,
Tennessee,Cities,McMinnville,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,13595.0
Kansas,Cities,McPherson,1,0,1,0,1,0.0,0.0,0.0,1.0,2.0,0.0,13245.0
Kentucky,MetropolitanCounties,Meade,1,0,0,0,1,0.0,0.0,2.0,0.0,0.0,0.0,
Massachusetts,Cities,Medford,5,3,0,1,1,0.0,0.0,2.0,4.0,4.0,0.0,57428.0
New Jersey,Cities,MedfordLakes,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,4196.0
New Jersey,Cities,MedfordTownship,4,2,1,0,0,0.0,0.0,2.0,1.0,1.0,3.0,23285.0
Ohio,Cities,Medina,2,0,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,26492.0
Ohio,MetropolitanCounties,Medina,1,0,0,0,0,0.0,0.0,0.0,0.0,,1.0,
Ohio,NonmetropolitanCounties,Meigs,0,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,
Florida,Cities,Melbourne,1,1,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,77277.0
Tennessee,Cities,Memphis,9,0,12,1,1,0.0,1.0,6.0,5.0,9.0,4.0,657691.0
New Jersey,Cities,Mendham,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,5029.0
Minnesota,Cities,MendotaHeights,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,11158.0
Ohio,Cities,Mentor-on-the-Lake,1,0,0,1,0,0.0,0.0,0.0,0.0,2.0,0.0,7434.0
Texas,Cities,Mercedes,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,16480.0
Washington,Cities,MercerIsland,0,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,23969.0
Connecticut,Cities,Meriden,2,0,1,0,0,0.0,0.0,1.0,1.0,,1.0,60558.0
Michigan,Cities,MeridianTownship,4,0,0,0,0,0.0,0.0,0.0,1.0,2.0,1.0,40609.0
Wisconsin,Cities,Merrill,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,9427.0
Arizona,Cities,Mesa,1,1,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,456155.0
Colorado,MetropolitanCounties,Mesa,0,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,
DC,OtherAgencies,MetroTransitPolice,0,0,1,1,0,0.0,0.0,0.0,0.0,2.0,0.0,
Maine,Cities,Mexico,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,2633.0
Ohio,Cities,"MiamiTownship,MontgomeryCounty",2,0,0,0,0,0.0,0.0,0.0,2.0,0.0,0.0,29128.0
Michigan,UniversitiesandColleges,MichiganStateUniversity,2,0,2,0,0,1.0,0.0,1.0,0.0,2.0,2.0,48783.0
Massachusetts,Cities,Middleboro,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,23547.0
New Jersey,Cities,Middlesex,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,13787.0
Connecticut,Cities,Middletown,5,0,1,1,0,0.0,0.0,0.0,3.0,1.0,3.0,47221.0
New York,Cities,Middletown,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,27809.0
New Jersey,Cities,MiddletownTownship,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,66246.0
Michigan,Cities,Midland,0,0,2,0,0,0.0,0.0,1.0,1.0,0.0,0.0,42072.0
Michigan,Cities,Milan,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,5875.0
Tennessee,Cities,Milan,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,7789.0
Connecticut,Cities,Milford,4,1,0,0,0,0.0,0.0,,2.0,4.0,,53041.0
Delaware,Cities,Milford,1,0,1,0,0,0.0,0.0,0.0,2.0,0.0,0.0,9872.0
Michigan,Cities,Milford,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,16170.0
Washington,Cities,MillCreek,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,18806.0
Minnesota,MetropolitanCounties,MilleLacs,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,
Tennessee,Cities,Millersville,2,0,1,0,0,0.0,0.0,0.0,0.0,3.0,0.0,6596.0
Tennessee,Cities,Millington,2,0,0,4,0,0.0,0.0,0.0,2.0,0.0,4.0,10500.0
Iowa,MetropolitanCounties,Mills,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,
California,Cities,Milpitas,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,69522.0
Delaware,Cities,Milton,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,2687.0
Massachusetts,Cities,Milton,1,2,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,27269.0
Washington,Cities,Milton,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,7076.0
Wisconsin,Cities,Milwaukee,5,1,3,0,0,0.0,0.0,1.0,3.0,4.0,1.0,600805.0
Texas,Cities,MineralWells,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,16717.0
Minnesota,Cities,Minneapolis,20,4,11,3,1,0.0,0.0,6.0,13.0,11.0,9.0,396206.0
North Dakota,Cities,Minot,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,44635.0
North Carolina,Cities,MintHill,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,24350.0
Florida,Cities,Miramar,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,130926.0
Indiana,Cities,Mishawaka,0,0,2,0,0,0.0,0.0,,1.0,1.0,,47967.0
Michigan,NonmetropolitanCounties,Missaukee,1,0,0,1,0,0.0,0.0,0.0,1.0,1.0,0.0,
Montana,Cities,Missoula,1,0,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,68877.0
Montana,MetropolitanCounties,Missoula,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,
South Dakota,Cities,Mitchell,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,15555.0
Utah,Cities,Moab,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,5096.0
California,Cities,Modesto,0,1,1,1,0,0.0,0.0,2.0,0.0,1.0,0.0,204252.0
Illinois,Cities,Mokena,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,19130.0
Illinois,Cities,Moline,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,43172.0
Michigan,Cities,Monroe,2,0,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,20474.0
Michigan,MetropolitanCounties,Monroe,4,1,1,0,0,0.0,0.0,1.0,3.0,2.0,0.0,
New York,MetropolitanCounties,Monroe,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,
New Jersey,Cities,"MonroeTownship,MiddlesexCounty",8,1,1,1,0,0.0,0.0,1.0,0.0,2.0,8.0,41356.0
New York,Cities,MonroeVillage,0,2,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,8544.0
Massachusetts,Cities,Monson,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,8716.0
Montana,UniversitiesandColleges,MontanaStateUniversity,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,14269.0
California,Cities,Montclair,2,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,37785.0
New Jersey,Cities,Montclair,4,2,0,0,0,0.0,0.0,2.0,2.0,1.0,1.0,37962.0
California,Cities,Monterey,1,0,1,0,0,0.0,0.0,0.0,0.0,1.0,1.0,29338.0
Tennessee,Cities,Monterey,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,2829.0
Colorado,NonmetropolitanCounties,Montezuma,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,
Ohio,Cities,Montgomery,2,0,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,10305.0
